id,name,country,marketcap,revenue,earnings,employees,dividends,pe_ratio
72426,Elevance Health,USA,59867213146.123,162096056595.09,7188604748.1298,104200,0.19,13.1544
72427,Pestech Cambodia,Cambodia,41744628.614404,45131043.014293,4766859.4795382,,,
72428,ACLEDA Bank,Cambodia,629166540.37051,,Ni podatka,,,
72429,Sihanoukville Autonomous Port,Cambodia,1157631986.0561,71703934.162512,22494517.226446,,,
72430,Phnom Penh Water Supply Authority,Cambodia,639093414.25566,72211789.003042,26050191.449177,,,
72431,Grand Twins International Cambodia,Cambodia,61356080.234834,87409007.345106,1346529.3914783,,,
72432,Phnom Penh Autonomous Port,Cambodia,334447622.71066,31042598.220501,16655242.624891,,,
72433,Phnom Penh SEZ,Cambodia,31565817.815061,22386357.546212,3353540.2157545,,,
72434,Virax Biolabs,UK,,5422.5016871691,Ni podatka,17,,
72435,MAIA Biotechnology,USA,42953188.69862,,Ni podatka,13,,
72436,ECB Bancorp,USA,128117617.80625,24530160.84671,6092284.710288,64,,25.6061
72437,Mobile Global Esports (Mogo),USA,,23102.375297427,Ni podatka,16,,
72439,NeoVolta,USA,104343876.67365,3644524.1097984,Ni podatka,10,,
72441,Lucid Diagnostics,USA,104725635.86683,3734340.1288986,Ni podatka,72,,
72443,Zydus Lifesciences,India,9588172743.68,2310588891.7498,622191598.97625,23000,0.25,19.7857
72444,Emperador Brandy,Philippines,3812890863.486,904391089.10746,145726628.03006,3013,1.35,36.7649
72445,PGE Polska,Poland,5988376156.6064,14031138949.74,284710031.32737,42552,,5.64415
72446,Magic Empire Global (Giraffe Capital),Hong Kong,,1410407.1636832,Ni podatka,8,,
72449,OPAL Fuels,USA,346034892.13612,282587624.25411,9567105.3302288,341,0.87,23.3
72450,Alpha Tau Medical,Israel,244740731.13574,Ni podatka,Ni podatka,125,0.3,287.78400993347
72451,Devolver Digital,USA,123098838.54252,89744929.597735,Ni podatka,235,0.0,27.094950185239
72452,Treasure Global,Malaysia,,1258018.6784232,Ni podatka,25,3.17,104.4930036068
72453,Reborn Coffee,USA,,5623456.2936054,Ni podatka,24,3.52,234.68100810051
72454,Forza X1,USA,,15895.784048676,Ni podatka,10,0.0,17.130000591278
72456,TENDA,Japan,26946212.959605,29407723.81157,3114208.4124935,336,0.43,16.2145
72457,coly,Japan,67102954.7567,32906135.868325,Ni podatka,269,1.26,1219.424787091
72458,Bragg Gaming Group,Canada,58853241.543444,99131142.12172,Ni podatka,514,1.82,231.25500798225
72459,Consensus Cloud Solutions,USA,433976505.45961,299428127.83539,125616863.83593,518,0.11,6.40288
72460,V2X,USA,1558835206.5105,3711780774.6199,152684834.27024,16100,1.1,46.5806
72461,Nicolet Bankshares,USA,1763676137.293,314428012.85315,144717670.99524,952,0.66,15.486
72462,ioneer,Australia,158888607.87638,,Ni podatka,Ni podatka,4.11,269.79750931263
72463,First Watch Restaurant,USA,984188643.63535,946455658.16891,5372824.6854544,15000,0.03,313.833
72466,MeridianLink,USA,1257373727.0489,279125651.13461,Ni podatka,682,0.0,1699.2960586548
72467,Rallybio,USA,,651796.52249813,Ni podatka,24,5.0,47.98113165617
72468,Innovative Eyewear,USA,,1694172.4754779,Ni podatka,11,0.51,166.1610057354
72469,Graphex Group,Hong Kong,,32014801.126058,Ni podatka,249,4.78,82.224002838135
72470,GigaCloud Technology,China,842657783.13411,1022327000.2878,129947327.98541,1561,1.17,7.84384
72471,the Marygold Companies,USA,30645259.291786,26727939.922571,Ni podatka,116,9.77,71.0980674541
72472,The Glimpse Group,USA,27051054.558724,7500190.0373849,Ni podatka,44,9.49,128.47500443459
72473,Southern States Bancshares,USA,309255273.4266,88666596.060514,41579650.435209,206,0.0,9.47135
72475,Shapeways,USA,,29514991.018772,Ni podatka,203,0.0,25.695000886917
72476,VersaBank,Canada,303731601.95594,68713052.332776,27174690.337992,121,2.94,11.2477
72477,NuScale Power,USA,4183502886.9304,48073633.659363,Ni podatka,330,3.75,3124.5121078491
72478,Anora Group,Finland,223095760.0,636283134.02215,41659561.887968,1220,0.68,21.0597
72479,East Side Games,Canada,,49598765.576006,Ni podatka,115,2.35,19.7592
72480,Creepy Jar,Poland,75220212.809884,6985374.4211149,4252959.4617999,13,1.71,20.0001
72481,Starbox Group,Malaysia,,5288233.3165345,Ni podatka,103,0.0,0.188393
72482,Mobilicom,Australia,45326310.460533,2724154.0165299,Ni podatka,21,8.84,548.1600189209
72483,Jeffs' Brands,Israel,,11723772.404671,Ni podatka,10,2.26,443.6670153141
72484,PaxMedica,USA,,,Ni podatka,6,0.0,0.017130000591278
72485,Jianzhi Education Technology Group,China,,56855112.624474,11075573.182297,46,1.02,139.30972980857
72486,Onfolio Holdings,USA,,9000725.842679,Ni podatka,29,2.88,86.506502985954
72487,CMON,Singapore,,26089250.420025,Ni podatka,87,6.67,0.15382826180971
72488,Qiiwi Games,Sweden,,1537620.5435742,Ni podatka,18,1.32,27.076878034616
72489,Sozap,Sweden,,1259919.2519888,Ni podatka,22,47.6,3.3366586001718
72491,Rani Therapeutics,USA,33747396.192863,1027800.0354767,Ni podatka,105,4.19,46.23387159586
72492,Rapid Micro Biosystems,USA,95043971.944643,25942529.395461,Ni podatka,163,1.95,214.98150742054
72495,Local Bounti,USA,46612941.378944,37703131.301403,Ni podatka,333,2.5,210.69900727272
72497,Alamar Foods Company,S. Arabia,296867965.31002,207061491.04616,12996702.748609,Ni podatka,2.58,26.9456
72498,Lesaka Technologies,South Africa,325681710.63359,491699536.97205,Ni podatka,2531,1.27,400.84201383591
72499,Hempacco,USA,,3465086.4971048,Ni podatka,Ni podatka,0.0,0.017130000591278
72500,BoomBit,Poland,,46466485.869389,913011.90151453,331,1.81,5.3681
72501,Artifex Mundi,Poland,41783427.209243,22256584.944233,6781013.514061,110,0.4,6.9255
72502,Ultimate Games,Poland,,5428324.1743701,1433181.4994693,Ni podatka,2.03,15.2385
72503,Addentax Group,China,,3692230.3049451,Ni podatka,112,0.0,49.677001714706
72504,Kaltura,USA,213037704.58545,155326280.36141,Ni podatka,563,1.26,137.89650475979
72506,bioAffinity Technologies,USA,,6578827.2605821,Ni podatka,57,1.41,20.941425722837
72507,Marimekko,Finland,490102496.0,174825333.48296,29943326.683557,446,0.5,22.3422
72599,Svenska Cellulosa Aktiebolaget (SCA),Sweden,8272159032.4605,1769519259.2927,449330193.50958,3334,0.08,25.5053
72708,Haleon,UK,37493419091.796,12316191547.006,2536593357.5559,24561,0.21,21.129
72827,Symbotic,USA,24954063075.486,1826084614.5312,Ni podatka,1650,3.37,4225.9711458683
72844,Metropolitan Bank (Metrobank),Philippines,5258035098.8682,2283580041.2301,926827246.9914,16080,0.0,7.28538
72847,Getty Images,USA,650172762.89008,810958209.99193,Ni podatka,1700,2.66,156.73950541019
72864,Global Business Travel Group,USA,3384787036.1291,2089860072.1359,42825001.478195,19000,0.12,706.61252439022
72908,Sitio Royalties,USA,2342664456.414,525590386.64186,167828611.29296,72,0.98,34.8462
72960,P3 Health Partners,USA,51311916.379139,1252051442.7172,,360,7.62,12.984540448189
72976,Mondee,USA,,199540524.88756,Ni podatka,1226,0.0,0.08565000295639
72984,Ero Copper,Canada,1244941677.0838,459061746.84548,151169685.71794,3690,3.31,10.5489
72986,Gorilla Technology,Taiwan,311626778.11646,51390455.71885,Ni podatka,143,0.68,1374.6825474501
73003,Distribution Solutions Group,USA,1292088701.0472,1652144019.0272,71434671.965718,4400,0.49,1086.67
73014,ATRenew,China,888159833.69671,2232728575.8408,30211839.442825,2096,1.27,33.6286
73017,NexPoint Diversified Real Estate Trust,USA,158567454.62529,,Ni podatka,Ni podatka,1.56,334.89151155949
73019,Golden Sun Education Group,China,,8701200.9303403,Ni podatka,217,1.41,239.82000827789
73030,Runway Growth Finance,USA,333459827.22207,72369113.497972,61611473.12665,Ni podatka,0.37,5.65789
73036,Black Rifle Coffee (BRC),USA,151105914.15174,333086009.49717,Ni podatka,551,3.73,132.75750458241
73046,The Oncology Institute,USA,278702286.596,363478056.54621,Ni podatka,825,0.58,298.06201028824
73050,Prenetics,Hong Kong,82610798.251486,35561541.196982,Ni podatka,285,0.0,633.81002187729
73057,CompoSecure,USA,1731830452.0978,229386124.91775,,1000,0.53,1691.5875583887
73061,i-80 Gold,USA,542619710.79366,65625888.765216,Ni podatka,116,0.92,65.796332271099
73065,ADS-TEC Energy,Ireland,591361332.25208,98053153.754011,Ni podatka,302,2.44,1078.333537221
73077,Douglas Elliman,USA,200583207.46755,885968769.58108,Ni podatka,783,0.75,226.11600780487
73091,Osisko Development,Canada,564575547.74352,4419882.7525616,Ni podatka,100,0.71,238.10700821877
73109,Belpointe OZ,USA,203664634.19791,4877767.6683664,Ni podatka,,0.07,5378.3919356465
73113,TOP Financial Group Limited,Hong Kong,37463718.987139,6883780.6701082,846090.98470461,11,0.85,11.8
73128,Skeena Resources,Canada,1539997906.7243,,Ni podatka,83,0.82,1338.7095462084
73129,SKYX Platforms,USA,114545237.40577,76252912.88203,Ni podatka,76,0.84,102.78000354767
73195,MoonLake Immunotherapeutics,Switzerland,2980514417.6307,,,100,,
73203,Forafric Global PLC,Gibraltar,199536975.55144,234872007.6071,Ni podatka,600,,
73214,Dakota Gold,USA,398361726.79029,,Ni podatka,41,,
73218,Sky Harbour Group,USA,685396593.83391,17917980.618477,Ni podatka,84,1.22,902.75103116035
73219,PepGen,USA,34273393.417018,Ni podatka,Ni podatka,79,1.61,104.4930036068
73235,Incannex Healthcare,Australia,49594568.725861,83937.002897263,Ni podatka,9,7.8,52.931701827049
73439,Ni podatka,UK,12337004209.941,1998876269.2049,625049739.57491,6000,,2743.24
73441,RS Group,UK,3084439955.7079,3213230676.3314,228085957.87287,9000,0.18,
73443,Harbour Energy,UK,3780311099.5234,5274327182.0545,1044073536.0384,3019,0.44,
73445,abrdn,UK,4028661244.2632,1640191067.7707,269782092.3121,4409,0.26,
73461,Deliveroo,UK,3113704967.7716,2226940939.6261,13112929.80262,3839,,
73483,Vår Energi,Norway,7403852400.9436,6124747774.4086,3376280291.5394,1400,0.88,13.5698
73523,AutoStore Holdings,Norway,2465044768.5167,452917215.63339,88647753.059864,927,2.27,36.7515
73575,Truecaller,Sweden,1365503812.6367,166572464.0671,56138523.587739,406,0.4,34.234
73580,Trustpilot Group,Denmark,976060185.98777,180508237.73062,4438383.1532001,988,1.43,18809.0
73587,Pepco Group,UK,2903783530.6247,3884996430.2118,166255220.73865,47487,1.92,503.09612636542
73592,Viaplay Group,Sweden,568005672.76591,1512008542.6792,Ni podatka,1224,6.02,12.098748117614
73611,LPP SA,Poland,7482134668.1661,4524086362.7949,553436915.60304,22296,0.2,21.163
73651,Aker Horizons,Norway,112163213.18255,191826761.4288,,792,11.66,16.332427763748
73673,Nykode Therapeutics,Norway,42777308.130549,6726094.7321653,Ni podatka,75,1.18,13.099911002171
73714,Höegh Autoliners,Norway,1885625736.0868,1175024682.0585,562313681.90944,1681,0.43,3.3573
73715,PunkPirates,Poland,,3121.9426077604,Ni podatka,2,,
73750,Orrön Energy,Sweden,113115943.55994,21015093.29038,Ni podatka,32,0.51,38.593120482123
73770,Trophy Games,Denmark,47477157.617274,6381624.1242752,Ni podatka,41,1.86,56.1224
73784,Georg Fischer,Switzerland,5635018046.182,3690600530.1374,242752664.37912,19023,0.31,23.6475
73842,Arctic Fish Holding,Iceland,88939682.529941,55219805.683028,Ni podatka,127,0.0,279.01173663068
73951,Huuuge,USA,269489791.12101,210903710.77979,69451017.897248,450,,4.92151
73960,Brødrene A &amp; O Johansen,Denmark,283603343.35667,742094351.12945,30336288.897121,987,0.51,17.731
74051,Mo-BRUK S.A.,Poland,238715128.37876,62432012.145972,20847210.719585,250,0.17,15.6396
74246,Fragbite Group,Sweden,,16260021.820749,Ni podatka,130,3.14,97.658133370876
74306,Wielton,Poland,94080023.12987,441438486.17418,Ni podatka,3448,0.75,155.82647637868
74520,Big Cheese Studio,Poland,,2297038.0077871,1354614.7517574,Ni podatka,0.29,15.0883
74559,All in! Games,Poland,,484981.15074015,Ni podatka,27,8.2,27.533221250367
74723,LL Lucky Games,Sweden,,9346615.6711181,Ni podatka,36,,
74748,Games Operators,Poland,,6645886.9303968,3155885.703932,15,,24.2121
74785,Gaming Factory,Poland,,711392.65105522,Ni podatka,Ni podatka,1.23,153.71691680586
74801,Vivid Games,Poland,,2770434.9956274,Ni podatka,64,0.83,28.587658436763
74838,ManyDev Studio,Poland,,877.05603027344,Ni podatka,1,0.0,16.215858109725
74905,T-Bull,Poland,,1072871.6365324,Ni podatka,29,0.0,91.855345670581
75081,374Water,USA,47861529.992042,1054705.2709054,Ni podatka,27,23.33,31.690501093864
75117,Universal Music Group,Netherlands,45475045376.0,10547490049.96,2558888053.3254,9709,0.85,37.416
75119,Qingci Games,China,252951668.02316,73697191.309314,5518943.590498,643,2.06,45.5022
75366,Acciona Energías Renovables,Spain,7498560000.0,1855303547.7497,565014226.50266,3224,1.87,23.821
75570,CTP N.V.,Netherlands,9009850368.0,869898641.52539,1367950457.2177,874,0.43,12.8035
75618,Antin Infrastructure Partners,France,2051326720.0,283759033.64954,160858414.05237,227,1.54,28.6815
75634,Azelis Group,Belgium,3149707776.0,3777247457.1597,228265822.87908,3481,1.46,19.5542
75661,Technoprobe,Italy,4424240640.0,484105193.59941,86456825.98424,2746,0.0,79.601
75722,Industrie De Nora,Italy,1311743360.0,827547305.11954,107968680.72677,2028,0.38,16.9774
75734,SYNLAB,Germany,2835097600.0,2428081525.6224,125027591.81559,24907,0.0,6.47093
75741,InPost,Luxembourg,6181272576.0,2475626681.6335,434148730.48556,7733,,28.4098
75752,DEME Group,Belgium,3310304512.0,3655309594.9857,307436403.11182,5555,1.06,
75829,Ariston Holding,Italy,1668544768.0,2388827347.2829,12299768.674552,9062,0.49,742.083
75864,Technip Energies,France,7038968832.0,5988468049.6381,518550812.89887,15000,0.4,20.1705
75879,GuangZhou Wahlap Technology,China,530552983.78615,117476971.05647,10694858.919156,533,1.76,111.344
75881,Azerion Group,Netherlands,173606400.0,490305356.20142,29715754.625702,1110,1.48,137.0
75898,KakaoBank,S. Korea,7228185136.4965,959078740.18762,388411628.90685,Ni podatka,1.99,22.9455
75906,F&amp;F Co,S. Korea,1538194527.9255,1147511338.4608,273095034.42645,Ni podatka,0.89,8.20613
75970,INFRONEER Holdings,Japan,2132743757.5701,4632569597.9054,289379669.48855,8037,2.01,12.0969
76370,StorageVault Canada,Canada,1065989794.1219,195863443.49864,Ni podatka,800,0.21,292.04852358067
76387,Coelacanth Energy,Canada,271752104.9046,7776499.5164223,Ni podatka,12,1.23,51.061876612508
76752,Patanjali Foods,India,6269067262.8226,3606047569.2483,171391651.41594,3547,0.44,55.6091
76755,Vedant Fashions,India,1748500477.0567,143343505.7738,53078248.982108,409,2.07,48.9969
76763,ZF Commercial Vehicle Control Systems India,India,2593034129.726,385273259.48502,64838508.288038,2181,0.4,56.7052
76767,Campus Activewear,India,784180436.32814,160410438.8419,16063486.754465,782,1.97,70.987
76774,Aether Industries,India,948099586.63966,91910373.22798,25146326.967978,889,,60.8805
76798,Craftsman Automation,India,1603395055.6506,630384990.46057,28447706.331933,2154,0.78,76.5429
76804,PCBL Limited,India,1362194321.361,842143961.05787,99186985.923648,1178,0.4,31.8536
76852,eMudhra,India,569560879.82459,57729407.298652,11651141.202164,669,0.85,66.1847
76854,Cosmo First,India,248007402.549,293564303.37349,28296962.326729,1148,0.26,16.8386
76858,Ethos Watches,India,587854154.77403,133097261.87063,14682894.356811,424,1.64,59.1015
76866,Black Box,India,746284040.93407,596268591.78597,36306864.953208,3800,0.78,38.2424
77290,Absci,USA,316324153.17459,3544197.1223354,Ni podatka,156,,
77345,Acumen Pharmaceuticals,USA,67964264.03393,,Ni podatka,61,5.76,112.20150387287
77346,Invivyd,USA,177538094.3361,39578866.366148,Ni podatka,99,13.66,84.793502926826
77385,Vizsla Silver,Canada,1039360949.5397,,Ni podatka,66,0.57,303.20101046562
77386,CoreCard,USA,186209437.67541,55508053.915977,8852784.3055725,1000,0.76,27.3529
77394,Zentek,Canada,60088362.550076,553066.05109024,Ni podatka,24,1.73,57.385501980782
77399,BigBear.ai,USA,1638336827.4306,130668501.0103,,630,0.58,441.95401525497
77407,Lionsgate Studios,USA,1579582843.9626,2413188833.2963,,Ni podatka,1.24,545.59051883221
77411,Glass House Brands,USA,558593313.00903,189753299.04974,21451043.240428,362,1.21,714.3210246563
77422,POET Technologies,Canada,439015987.18556,400795.76283431,Ni podatka,53,5.02,483.92251670361
77469,Biora Therapeutics,USA,,763998.026371,Ni podatka,58,0.0,18.843000650406
77494,Knightscope,USA,51633206.670229,9433491.3256168,Ni podatka,71,3.9,507.04801750183
77504,IperionX,USA,1200577113.3764,,Ni podatka,28,3.6,3801.1471312046
77510,Senti Biosciences,USA,34729627.000766,,Ni podatka,34,0.64,132.75750458241
77517,Genenta Science,Italy,59528136.158739,,Ni podatka,13,0.66,325.47001123428
77519,Hyperfine,USA,83457739.74072,9247630.8192015,Ni podatka,111,0.0,106.20600366592
77521,A2Z Smart Technologies,Canada,267779650.05898,6051172.708869,Ni podatka,201,2.47,743.44202566147
77552,Idaho Strategic Resources,USA,346750350.59282,26120105.833591,7564257.0960963,42,,43.6094
77555,Leafly Holdings,USA,,28672194.989681,Ni podatka,121,,
77558,NSTS Bancorp,USA,53487875.260247,7807854.2695045,Ni podatka,52,,
77585,Soluna Holdings,USA,,23888642.324567,Ni podatka,47,1.2,40.28119639039
77634,Immix Biopharma,USA,56554772.324107,,Ni podatka,18,16.84,196.13850677013
77661,Ni podatka,USA,,13032634.637849,Ni podatka,82,1.68,108.62989874959
77700,Locafy,Australia,,2216511.5880076,Ni podatka,26,4.52,352.44976216555
77704,OceanPal,Greece,,22013763.759851,Ni podatka,Ni podatka,19.11,5.5843801927567
77959,Know Labs,USA,,,Ni podatka,15,0.9,191.85600662231
77960,Corebridge Financial,USA,16091552218.538,13140423453.569,363156012.5351,5200,0.23,2988.3286031485
77961,Third Harmonic Bio,USA,207947559.16975,,Ni podatka,31,0.09,460.79701590538
77962,Dutch Lady Milk Industries,Malaysia,358342399.28844,281775302.49607,23604369.964755,460,0.0,19.6057
77963,Wag! Group,USA,,51837094.789267,Ni podatka,64,0.0,4.0169851386547
77965,Rumble,USA,2153647918.6897,89141621.254911,,135,1.72,635.52302193642
77966,XOS,USA,,44140585.523605,Ni podatka,109,0.0,256.09350883961
77967,Yunji,China,,49639027.072896,Ni podatka,363,3.45,143.89200496674
77968,XOMA,USA,338546889.23766,10939218.37759,Ni podatka,13,2.91,2800.755096674
78147,Porsche,Germany,42023985152.0,36548709594.798,3142858338.4824,39463,0.78,11.7694
78148,Lyra Therapeutics,USA,,659505.02276421,Ni podatka,30,0.36,603.83252084255
78149,Immuneering,USA,204556874.26071,,Ni podatka,54,7.9,479.64001655579
78150,Nestle Malaysia,Malaysia,4520297208.3771,1264155101.1495,103605669.57617,4935,1.02,55.968
78151,HireQuest,USA,115573537.63726,27929609.464049,2447020.5844641,92,0.0,53.1667
78152,Hawthorn Bancshares,USA,197264030.03298,64606653.730035,21701997.74909,264,1.06,11.229
78162,Leapmotor,China,8299116875.834,3774766660.4965,,15551,0.78,710.90615903842
78163,The People's Insurance Company (PICC),China,45138382434.992,61443038274.358,4849229087.3814,175121,3.1,18.7929
78164,GAC (Guangzhou Automobile Group),China,8064233500.7585,12611270747.121,,86451,0.38,14.7645
78165,Laser Photonics,USA,56246802.321477,5942420.3306152,Ni podatka,56,1.55,393.9900135994
78166,Powerchip Semiconductor Manufacturing,Taiwan,1876564632.1311,1224201974.2479,,Ni podatka,0.93,44.596243539333
78168,VisEra Technologies,Taiwan,2353525825.7909,266004240.2687,53100603.632879,1534,0.0,56.1946
78171,American Public Education,USA,472745095.38979,552056237.55538,38516806.329489,2493,0.29,28.0275
78172,Ames National Corp.,USA,151713590.64471,51225553.768158,14410612.997413,258,0.05,12.9351
78173,Amprius Technologies,USA,790601657.30528,37888991.807818,Ni podatka,99,1.1,632.09702181816
78174,Apyx Medical,USA,65432655.506546,39837529.375076,Ni podatka,220,2.02,173.01300597191
78175,Argo Blockchain,UK,,42746203.475475,Ni podatka,25,2.29,24.127605832815
78176,Armata Pharmaceuticals,USA,79438911.414001,,Ni podatka,66,4.92,219.26400756836
78287,Battalion Oil,USA,,158628944.47541,8774842.8028822,38,0.59,100.46745346785
78346,Castellum,USA,82044665.435945,40765861.49262,Ni podatka,260,0.98,88.219503045082
78347,Sporting Clube de Braga,Portugal,,16452307.790386,14253016.991973,246,0.0,6.40903
78348,Cytek Biosciences,USA,454393903.90836,167903983.29556,Ni podatka,663,1.96,357.16051232815
78349,D-Wave Quantum,Canada,4663579677.3893,19078538.158536,,216,4.53,1363.5480470657
78350,Nyxoah,Belgium,201388947.87936,4672037.2177652,Ni podatka,183,1.17,537.88201856613
78352,Noodles &amp; Company,USA,27832069.527683,423755102.6268,Ni podatka,7600,1.76,59.929307068586
78353,GH Research,Ireland,735294065.50822,,Ni podatka,50,1.54,1185.3960409164
78354,Enerflex,Canada,1054374833.194,1994788568.8543,161878505.58758,4600,3.07,9.67497
78355,Syrma SGS Technology,India,1407296218.5358,358876634.32988,33577541.959,697,1.98,84.4817
78356,PBBank (Public Bank Bhd),Malaysia,16814277903.258,2757430049.066,1767190815.9983,19827,0.23,11.9969
78357,PChem (Petronas Chemicals Group),Malaysia,7027276211.4893,5879301552.7635,,Ni podatka,2.04,87.840930032015
78358,(HLBank) Hong Leong Bank,Malaysia,8350651725.4668,1183360281.6687,1023757355.3371,7987,0.1,10.1576
78359,PMetal (Press Metal Aluminium),Malaysia,9293752415.6345,2939451875.6624,456120525.74396,7300,1.07,26.7214
78360,PetGas (Petronas Gas),Malaysia,7482411151.5147,1261499442.2968,460945190.41049,Ni podatka,0.22,20.8515
78361,Prime Medicine,USA,525259428.17844,4249096.6466665,,214,0.29,294.63601016998
